{'model_params': 2506172416, 'peft_params': 3005408}
{'loss': 466.0, 'grad_norm_square': 3392.0, 'tokens': 319}
{'loss': 420.0, 'grad_norm_square': 3376.0, 'tokens': 252}
{'loss': 366.0, 'grad_norm_square': 4064.0, 'tokens': 311}
{'loss': 396.0, 'grad_norm_square': 2976.0, 'tokens': 308}
{'loss': 560.0, 'grad_norm_square': 3216.0, 'tokens': 335}
{'loss': 660.0, 'grad_norm_square': 3040.0, 'tokens': 434}
{'loss': 422.0, 'grad_norm_square': 2816.0, 'tokens': 378}
{'loss': 402.0, 'grad_norm_square': 2368.0, 'tokens': 299}
{'loss': 440.0, 'grad_norm_square': 2736.0, 'tokens': 377}
{'loss': 428.0, 'grad_norm_square': 2592.0, 'tokens': 294}
{'loss': 344.0, 'grad_norm_square': 2272.0, 'tokens': 315}
{'loss': 362.0, 'grad_norm_square': 2240.0, 'tokens': 328}
{'loss': 434.0, 'grad_norm_square': 2672.0, 'tokens': 394}
{'loss': 342.0, 'grad_norm_square': 2400.0, 'tokens': 291}
{'loss': 342.0, 'grad_norm_square': 2272.0, 'tokens': 274}
{'loss': 430.0, 'grad_norm_square': 2848.0, 'tokens': 342}
{'loss': 346.0, 'grad_norm_square': 2032.0, 'tokens': 441}
{'loss': 446.0, 'grad_norm_square': 2480.0, 'tokens': 360}
{'loss': 392.0, 'grad_norm_square': 2320.0, 'tokens': 306}
{'loss': 318.0, 'grad_norm_square': 1784.0, 'tokens': 343}
{'loss': 272.0, 'grad_norm_square': 1792.0, 'tokens': 230}
{'loss': 482.0, 'grad_norm_square': 3440.0, 'tokens': 438}
{'loss': 364.0, 'grad_norm_square': 2064.0, 'tokens': 330}
{'loss': 540.0, 'grad_norm_square': 3136.0, 'tokens': 488}
{'loss': 346.0, 'grad_norm_square': 2416.0, 'tokens': 343}
{'loss': 442.0, 'grad_norm_square': 2368.0, 'tokens': 360}
{'loss': 288.0, 'grad_norm_square': 2672.0, 'tokens': 227}
{'loss': 482.0, 'grad_norm_square': 2528.0, 'tokens': 400}
{'loss': 328.0, 'grad_norm_square': 1984.0, 'tokens': 389}
{'loss': 392.0, 'grad_norm_square': 2448.0, 'tokens': 347}
{'loss': 338.0, 'grad_norm_square': 1936.0, 'tokens': 281}
{'loss': 250.0, 'grad_norm_square': 1760.0, 'tokens': 299}
{'loss': 368.0, 'grad_norm_square': 2000.0, 'tokens': 305}
{'loss': 440.0, 'grad_norm_square': 2656.0, 'tokens': 304}
{'loss': 239.0, 'grad_norm_square': 1744.0, 'tokens': 289}
{'loss': 496.0, 'grad_norm_square': 2896.0, 'tokens': 381}
{'loss': 368.0, 'grad_norm_square': 2384.0, 'tokens': 395}
