{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.0, 'grad_norm_square': 4528590028800.0, 'tokens': 319}
{'loss': 29696.0, 'grad_norm_square': 1.2421498564037837e+17, 'tokens': 252}
{'loss': 8256.0, 'grad_norm_square': 2366739947852224.0, 'tokens': 311}
{'loss': 161792.0, 'grad_norm_square': 4.986057831813702e+18, 'tokens': 308}
{'loss': 48896.0, 'grad_norm_square': 7.504009800015642e+16, 'tokens': 335}
{'loss': 17536.0, 'grad_norm_square': 1064698996622835.9, 'tokens': 434}
{'loss': 11648.0, 'grad_norm_square': 382211094212154.06, 'tokens': 378}
{'loss': 5984.0, 'grad_norm_square': 49523595972561.73, 'tokens': 299}
{'loss': 6176.0, 'grad_norm_square': 27573051196931.516, 'tokens': 377}
{'loss': 5472.0, 'grad_norm_square': 17657555175623.684, 'tokens': 294}
{'loss': 5024.0, 'grad_norm_square': 13754210284208.469, 'tokens': 315}
{'loss': 5152.0, 'grad_norm_square': 13957934393598.29, 'tokens': 328}
{'loss': 6112.0, 'grad_norm_square': 14322960055896.191, 'tokens': 394}
{'loss': 4016.0, 'grad_norm_square': 9065614247978.998, 'tokens': 291}
{'loss': 3520.0, 'grad_norm_square': 4071718034562.6304, 'tokens': 274}
{'loss': 3920.0, 'grad_norm_square': 5403840357777.54, 'tokens': 342}
{'loss': 4928.0, 'grad_norm_square': 5535637365600.058, 'tokens': 441}
{'loss': 3904.0, 'grad_norm_square': 3167763859559.684, 'tokens': 360}
{'loss': 3376.0, 'grad_norm_square': 2822433801136.061, 'tokens': 306}
{'loss': 3264.0, 'grad_norm_square': 3814670595308.086, 'tokens': 343}
{'loss': 2688.0, 'grad_norm_square': 3971392657230.1963, 'tokens': 230}
{'loss': 5088.0, 'grad_norm_square': 6243640054667.362, 'tokens': 438}
{'loss': 5504.0, 'grad_norm_square': 1933518248781949.2, 'tokens': 330}
{'loss': 7776.0, 'grad_norm_square': 26013479655076.12, 'tokens': 488}
{'loss': 5344.0, 'grad_norm_square': 6498568859577.035, 'tokens': 343}
{'loss': 7040.0, 'grad_norm_square': 6472072522806.481, 'tokens': 360}
{'loss': 4512.0, 'grad_norm_square': 2272014371382.4824, 'tokens': 227}
{'loss': 9408.0, 'grad_norm_square': 9607801768475.057, 'tokens': 400}
{'loss': 7648.0, 'grad_norm_square': 8140449934026.562, 'tokens': 389}
{'loss': 6880.0, 'grad_norm_square': 6649376698281.382, 'tokens': 347}
{'loss': 6624.0, 'grad_norm_square': 3911727134411.106, 'tokens': 281}
{'loss': 6016.0, 'grad_norm_square': 3919681687312.3096, 'tokens': 299}
{'loss': 7840.0, 'grad_norm_square': 3836484125974.5493, 'tokens': 305}
{'loss': 8768.0, 'grad_norm_square': 3672063705838.213, 'tokens': 304}
{'loss': 5344.0, 'grad_norm_square': 1785708608251.462, 'tokens': 289}
{'loss': 7456.0, 'grad_norm_square': 2581981848802.521, 'tokens': 381}
{'loss': 7360.0, 'grad_norm_square': 2386438752817.734, 'tokens': 395}
{'loss': 5888.0, 'grad_norm_square': 1252352587258.1384, 'tokens': 267}
{'loss': 6144.0, 'grad_norm_square': 1502105673081.192, 'tokens': 299}
{'loss': 6656.0, 'grad_norm_square': 2576249080682.295, 'tokens': 407}
{'loss': 7936.0, 'grad_norm_square': 2500036880626.902, 'tokens': 347}
{'loss': 5120.0, 'grad_norm_square': 1311355605819.4841, 'tokens': 248}
