{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.0, 'grad_norm_square': 1230348288.0, 'tokens': 319}
{'loss': 342.0, 'grad_norm_square': 403293716.0, 'tokens': 252}
{'loss': 292.0, 'grad_norm_square': 659441256.0, 'tokens': 311}
{'loss': 314.0, 'grad_norm_square': 398654824.0, 'tokens': 308}
{'loss': 482.0, 'grad_norm_square': 923057920.0, 'tokens': 335}
{'loss': 624.0, 'grad_norm_square': 825944256.0, 'tokens': 434}
{'loss': 380.0, 'grad_norm_square': 628084176.0, 'tokens': 378}
{'loss': 334.0, 'grad_norm_square': 319845712.0, 'tokens': 299}
{'loss': 398.0, 'grad_norm_square': 638534080.0, 'tokens': 377}
{'loss': 360.0, 'grad_norm_square': 400257424.0, 'tokens': 294}
{'loss': 286.0, 'grad_norm_square': 290560384.0, 'tokens': 315}
{'loss': 298.0, 'grad_norm_square': 264954768.0, 'tokens': 328}
{'loss': 380.0, 'grad_norm_square': 339504640.0, 'tokens': 394}
{'loss': 290.0, 'grad_norm_square': 358055040.0, 'tokens': 291}
{'loss': 270.0, 'grad_norm_square': 228396888.0, 'tokens': 274}
{'loss': 366.0, 'grad_norm_square': 437565696.0, 'tokens': 342}
{'loss': 312.0, 'grad_norm_square': 353581280.0, 'tokens': 441}
{'loss': 358.0, 'grad_norm_square': 364116416.0, 'tokens': 360}
{'loss': 328.0, 'grad_norm_square': 271488208.0, 'tokens': 306}
{'loss': 270.0, 'grad_norm_square': 152380960.0, 'tokens': 343}
{'loss': 199.0, 'grad_norm_square': 169872208.0, 'tokens': 230}
{'loss': 424.0, 'grad_norm_square': 612868160.0, 'tokens': 438}
{'loss': 308.0, 'grad_norm_square': 189045296.0, 'tokens': 330}
{'loss': 486.0, 'grad_norm_square': 517333056.0, 'tokens': 488}
{'loss': 306.0, 'grad_norm_square': 258028576.0, 'tokens': 343}
{'loss': 414.0, 'grad_norm_square': 398070176.0, 'tokens': 360}
{'loss': 247.0, 'grad_norm_square': 277305664.0, 'tokens': 227}
{'loss': 460.0, 'grad_norm_square': 425635456.0, 'tokens': 400}
{'loss': 306.0, 'grad_norm_square': 301471120.0, 'tokens': 389}
{'loss': 352.0, 'grad_norm_square': 321647776.0, 'tokens': 347}
{'loss': 316.0, 'grad_norm_square': 284020496.0, 'tokens': 281}
{'loss': 225.0, 'grad_norm_square': 153850272.0, 'tokens': 299}
{'loss': 318.0, 'grad_norm_square': 277047392.0, 'tokens': 305}
{'loss': 450.0, 'grad_norm_square': 898906816.0, 'tokens': 304}
{'loss': 216.0, 'grad_norm_square': 129493184.0, 'tokens': 289}
{'loss': 450.0, 'grad_norm_square': 317943360.0, 'tokens': 381}
{'loss': 326.0, 'grad_norm_square': 253694016.0, 'tokens': 395}
{'loss': 262.0, 'grad_norm_square': 162676624.0, 'tokens': 267}
{'loss': 382.0, 'grad_norm_square': 478650944.0, 'tokens': 299}
{'loss': 418.0, 'grad_norm_square': 577896064.0, 'tokens': 407}
{'loss': 352.0, 'grad_norm_square': 283572480.0, 'tokens': 347}
{'loss': 220.0, 'grad_norm_square': 170714464.0, 'tokens': 248}
{'loss': 398.0, 'grad_norm_square': 320366912.0, 'tokens': 309}
{'loss': 332.0, 'grad_norm_square': 333722752.0, 'tokens': 335}
{'loss': 372.0, 'grad_norm_square': 481701344.0, 'tokens': 420}
{'loss': 298.0, 'grad_norm_square': 375202112.0, 'tokens': 293}
{'loss': 252.0, 'grad_norm_square': 159440640.0, 'tokens': 251}
{'loss': 372.0, 'grad_norm_square': 287425696.0, 'tokens': 348}
{'loss': 466.0, 'grad_norm_square': 361379968.0, 'tokens': 336}
{'loss': 338.0, 'grad_norm_square': 234609472.0, 'tokens': 334}
{'loss': 272.0, 'grad_norm_square': 478676480.0, 'tokens': 312}
{'loss': 412.0, 'grad_norm_square': 328137152.0, 'tokens': 332}
{'loss': 251.0, 'grad_norm_square': 199408544.0, 'tokens': 272}
{'loss': 188.0, 'grad_norm_square': 157406384.0, 'tokens': 258}
{'loss': 372.0, 'grad_norm_square': 292986368.0, 'tokens': 314}
{'loss': 215.0, 'grad_norm_square': 122664528.0, 'tokens': 261}
{'loss': 298.0, 'grad_norm_square': 287830912.0, 'tokens': 291}
{'loss': 466.0, 'grad_norm_square': 479399616.0, 'tokens': 383}
{'loss': 394.0, 'grad_norm_square': 264952128.0, 'tokens': 323}
{'loss': 364.0, 'grad_norm_square': 331335104.0, 'tokens': 350}
{'loss': 294.0, 'grad_norm_square': 413726144.0, 'tokens': 358}
{'loss': 268.0, 'grad_norm_square': 179851936.0, 'tokens': 240}
