{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.0, 'grad_norm_square': 77827.5, 'tokens': 319}
{'loss': 434.0, 'grad_norm_square': 104199.03393554688, 'tokens': 252}
{'loss': 392.0, 'grad_norm_square': 207493.4091796875, 'tokens': 311}
{'loss': 430.0, 'grad_norm_square': 125953.1328125, 'tokens': 308}
{'loss': 608.0, 'grad_norm_square': 178134.8125, 'tokens': 335}
{'loss': 696.0, 'grad_norm_square': 141062.1171875, 'tokens': 434}
{'loss': 460.0, 'grad_norm_square': 166377.4609375, 'tokens': 378}
{'loss': 450.0, 'grad_norm_square': 170847.0703125, 'tokens': 299}
{'loss': 508.0, 'grad_norm_square': 881923.84375, 'tokens': 377}
{'loss': 468.0, 'grad_norm_square': 223333.5546875, 'tokens': 294}
{'loss': 396.0, 'grad_norm_square': 317837.09375, 'tokens': 315}
{'loss': 416.0, 'grad_norm_square': 261624.1484375, 'tokens': 328}
{'loss': 470.0, 'grad_norm_square': 271173.9765625, 'tokens': 394}
{'loss': 396.0, 'grad_norm_square': 704335.6484375, 'tokens': 291}
{'loss': 374.0, 'grad_norm_square': 183368.296875, 'tokens': 274}
{'loss': 454.0, 'grad_norm_square': 414454.1953125, 'tokens': 342}
{'loss': 374.0, 'grad_norm_square': 207503.11328125, 'tokens': 441}
{'loss': 474.0, 'grad_norm_square': 233643.828125, 'tokens': 360}
{'loss': 412.0, 'grad_norm_square': 242628.875, 'tokens': 306}
{'loss': 338.0, 'grad_norm_square': 166244.14453125, 'tokens': 343}
{'loss': 296.0, 'grad_norm_square': 192143.359375, 'tokens': 230}
{'loss': 500.0, 'grad_norm_square': 475327.515625, 'tokens': 438}
{'loss': 386.0, 'grad_norm_square': 269462.8359375, 'tokens': 330}
{'loss': 560.0, 'grad_norm_square': 521777.578125, 'tokens': 488}
{'loss': 364.0, 'grad_norm_square': 301260.75, 'tokens': 343}
{'loss': 454.0, 'grad_norm_square': 313448.1328125, 'tokens': 360}
{'loss': 300.0, 'grad_norm_square': 323574.1015625, 'tokens': 227}
{'loss': 494.0, 'grad_norm_square': 392490.90625, 'tokens': 400}
{'loss': 342.0, 'grad_norm_square': 270718.9453125, 'tokens': 389}
{'loss': 410.0, 'grad_norm_square': 386735.1875, 'tokens': 347}
{'loss': 352.0, 'grad_norm_square': 290640.5390625, 'tokens': 281}
{'loss': 260.0, 'grad_norm_square': 255409.796875, 'tokens': 299}
{'loss': 378.0, 'grad_norm_square': 363759.28125, 'tokens': 305}
{'loss': 448.0, 'grad_norm_square': 523920.5625, 'tokens': 304}
