{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.0, 'grad_norm_square': 1406904320.0, 'tokens': 319}
{'loss': 336.0, 'grad_norm_square': 438923384.375, 'tokens': 252}
{'loss': 286.0, 'grad_norm_square': 383632294.5, 'tokens': 311}
{'loss': 318.0, 'grad_norm_square': 362352435.0, 'tokens': 308}
{'loss': 484.0, 'grad_norm_square': 906845630.0, 'tokens': 335}
{'loss': 632.0, 'grad_norm_square': 834736386.0, 'tokens': 434}
{'loss': 386.0, 'grad_norm_square': 592350727.0, 'tokens': 378}
{'loss': 348.0, 'grad_norm_square': 408945411.5, 'tokens': 299}
{'loss': 416.0, 'grad_norm_square': 590342118.0, 'tokens': 377}
{'loss': 376.0, 'grad_norm_square': 465253170.0, 'tokens': 294}
{'loss': 298.0, 'grad_norm_square': 358641056.0, 'tokens': 315}
{'loss': 312.0, 'grad_norm_square': 268147428.0, 'tokens': 328}
{'loss': 382.0, 'grad_norm_square': 339069606.0, 'tokens': 394}
{'loss': 300.0, 'grad_norm_square': 403663428.0, 'tokens': 291}
{'loss': 272.0, 'grad_norm_square': 194249436.0, 'tokens': 274}
{'loss': 366.0, 'grad_norm_square': 345446036.0, 'tokens': 342}
{'loss': 318.0, 'grad_norm_square': 356580174.0, 'tokens': 441}
{'loss': 356.0, 'grad_norm_square': 298388868.0, 'tokens': 360}
{'loss': 342.0, 'grad_norm_square': 225891862.0, 'tokens': 306}
{'loss': 278.0, 'grad_norm_square': 151820630.0, 'tokens': 343}
{'loss': 210.0, 'grad_norm_square': 190000466.0, 'tokens': 230}
{'loss': 438.0, 'grad_norm_square': 513347416.0, 'tokens': 438}
{'loss': 322.0, 'grad_norm_square': 199881528.0, 'tokens': 330}
{'loss': 502.0, 'grad_norm_square': 461186036.0, 'tokens': 488}
{'loss': 310.0, 'grad_norm_square': 245073436.0, 'tokens': 343}
{'loss': 420.0, 'grad_norm_square': 356022028.0, 'tokens': 360}
{'loss': 262.0, 'grad_norm_square': 210918108.0, 'tokens': 227}
{'loss': 474.0, 'grad_norm_square': 345936212.0, 'tokens': 400}
{'loss': 310.0, 'grad_norm_square': 207451608.0, 'tokens': 389}
{'loss': 366.0, 'grad_norm_square': 249535716.0, 'tokens': 347}
{'loss': 316.0, 'grad_norm_square': 195320030.0, 'tokens': 281}
{'loss': 225.0, 'grad_norm_square': 119717709.0, 'tokens': 299}
{'loss': 332.0, 'grad_norm_square': 246677188.0, 'tokens': 305}
{'loss': 430.0, 'grad_norm_square': 314706632.0, 'tokens': 304}
{'loss': 221.0, 'grad_norm_square': 112234558.0, 'tokens': 289}
{'loss': 456.0, 'grad_norm_square': 289061056.0, 'tokens': 381}
{'loss': 344.0, 'grad_norm_square': 339491616.0, 'tokens': 395}
{'loss': 270.0, 'grad_norm_square': 127707132.0, 'tokens': 267}
{'loss': 384.0, 'grad_norm_square': 223531840.0, 'tokens': 299}
{'loss': 394.0, 'grad_norm_square': 308659216.0, 'tokens': 407}
{'loss': 364.0, 'grad_norm_square': 468231792.0, 'tokens': 347}
{'loss': 235.0, 'grad_norm_square': 171906432.0, 'tokens': 248}
{'loss': 418.0, 'grad_norm_square': 277112136.0, 'tokens': 309}
{'loss': 356.0, 'grad_norm_square': 316602328.0, 'tokens': 335}
{'loss': 402.0, 'grad_norm_square': 512144816.0, 'tokens': 420}
{'loss': 304.0, 'grad_norm_square': 179617904.0, 'tokens': 293}
{'loss': 246.0, 'grad_norm_square': 128568092.0, 'tokens': 251}
{'loss': 392.0, 'grad_norm_square': 227059840.0, 'tokens': 348}
{'loss': 480.0, 'grad_norm_square': 290790840.0, 'tokens': 336}
{'loss': 346.0, 'grad_norm_square': 183231104.0, 'tokens': 334}
{'loss': 268.0, 'grad_norm_square': 130527856.0, 'tokens': 312}
{'loss': 420.0, 'grad_norm_square': 280434512.0, 'tokens': 332}
{'loss': 254.0, 'grad_norm_square': 144069016.0, 'tokens': 272}
{'loss': 204.0, 'grad_norm_square': 167785288.0, 'tokens': 258}
{'loss': 386.0, 'grad_norm_square': 213576420.0, 'tokens': 314}
{'loss': 217.0, 'grad_norm_square': 92150278.0, 'tokens': 261}
{'loss': 296.0, 'grad_norm_square': 184278296.0, 'tokens': 291}
{'loss': 468.0, 'grad_norm_square': 415130328.0, 'tokens': 383}
{'loss': 402.0, 'grad_norm_square': 210043696.0, 'tokens': 323}
{'loss': 368.0, 'grad_norm_square': 253601788.0, 'tokens': 350}
{'loss': 294.0, 'grad_norm_square': 137221920.0, 'tokens': 358}
{'loss': 268.0, 'grad_norm_square': 181740732.0, 'tokens': 240}
{'loss': 225.0, 'grad_norm_square': 154791596.0, 'tokens': 256}
{'loss': 320.0, 'grad_norm_square': 161760876.0, 'tokens': 314}
{'loss': 229.0, 'grad_norm_square': 90686744.0, 'tokens': 249}
{'loss': 390.0, 'grad_norm_square': 281493516.0, 'tokens': 352}
{'loss': 376.0, 'grad_norm_square': 280891296.0, 'tokens': 330}
