{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.0, 'grad_norm_square': 2278069108736.0, 'tokens': 319}
{'loss': 40448.0, 'grad_norm_square': 1.4854551655005734e+17, 'tokens': 252}
{'loss': 26752.0, 'grad_norm_square': 3.255262425443886e+17, 'tokens': 311}
{'loss': 327680.0, 'grad_norm_square': 1.3741523164217413e+18, 'tokens': 308}
{'loss': 34560.0, 'grad_norm_square': 6312171616342199.0, 'tokens': 335}
{'loss': 11392.0, 'grad_norm_square': 5.302852287652143e+16, 'tokens': 434}
{'loss': 13888.0, 'grad_norm_square': 1.0904159655807678e+16, 'tokens': 378}
{'loss': 4320.0, 'grad_norm_square': 26712472984177.586, 'tokens': 299}
{'loss': 5152.0, 'grad_norm_square': 22795608528543.99, 'tokens': 377}
{'loss': 5568.0, 'grad_norm_square': 13448112114696.588, 'tokens': 294}
{'loss': 4800.0, 'grad_norm_square': 7199697413187.258, 'tokens': 315}
{'loss': 4896.0, 'grad_norm_square': 6980906889837.4795, 'tokens': 328}
{'loss': 6400.0, 'grad_norm_square': 590098727486430.1, 'tokens': 394}
{'loss': 4032.0, 'grad_norm_square': 54165368362814.13, 'tokens': 291}
{'loss': 3904.0, 'grad_norm_square': 18557139592304.008, 'tokens': 274}
{'loss': 4000.0, 'grad_norm_square': 5124070920583.476, 'tokens': 342}
{'loss': 5952.0, 'grad_norm_square': 17926092772311.516, 'tokens': 441}
{'loss': 4576.0, 'grad_norm_square': 9949476543956.195, 'tokens': 360}
{'loss': 4016.0, 'grad_norm_square': 3482943051303.232, 'tokens': 306}
{'loss': 3776.0, 'grad_norm_square': 2467172496924.5854, 'tokens': 343}
{'loss': 3136.0, 'grad_norm_square': 2629721499488.9336, 'tokens': 230}
{'loss': 6560.0, 'grad_norm_square': 7096958693325.135, 'tokens': 438}
{'loss': 3904.0, 'grad_norm_square': 2768956258014.5073, 'tokens': 330}
{'loss': 6304.0, 'grad_norm_square': 5841741608164.345, 'tokens': 488}
{'loss': 3680.0, 'grad_norm_square': 3521250676773.199, 'tokens': 343}
{'loss': 4080.0, 'grad_norm_square': 2281289738234.1606, 'tokens': 360}
{'loss': 2544.0, 'grad_norm_square': 1420401976636.1292, 'tokens': 227}
{'loss': 4576.0, 'grad_norm_square': 7078359035269.567, 'tokens': 400}
{'loss': 4128.0, 'grad_norm_square': 12059338359861.32, 'tokens': 389}
{'loss': 3696.0, 'grad_norm_square': 48417398383525.45, 'tokens': 347}
{'loss': 2960.0, 'grad_norm_square': 328143996846512.4, 'tokens': 281}
{'loss': 3136.0, 'grad_norm_square': 5.158672786137658e+16, 'tokens': 299}
{'loss': 3664.0, 'grad_norm_square': 587710058814392.8, 'tokens': 305}
{'loss': 3648.0, 'grad_norm_square': 5172038354123.88, 'tokens': 304}
{'loss': 3264.0, 'grad_norm_square': 690980936679201.8, 'tokens': 289}
{'loss': 3696.0, 'grad_norm_square': 12370744844281.947, 'tokens': 381}
{'loss': 3760.0, 'grad_norm_square': 31023185186960.277, 'tokens': 395}
{'loss': 2976.0, 'grad_norm_square': 9534020842918.24, 'tokens': 267}
{'loss': 2944.0, 'grad_norm_square': 2383358600422.4395, 'tokens': 299}
{'loss': 3632.0, 'grad_norm_square': 9711949715821.312, 'tokens': 407}
{'loss': 3840.0, 'grad_norm_square': 5.336410461371785e+16, 'tokens': 347}
