{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.0, 'grad_norm_square': 2974368.0, 'tokens': 319}
{'loss': 420.0, 'grad_norm_square': 3169076.211476624, 'tokens': 252}
{'loss': 372.0, 'grad_norm_square': 4810232.608518124, 'tokens': 311}
{'loss': 400.0, 'grad_norm_square': 2147880.8126983643, 'tokens': 308}
{'loss': 568.0, 'grad_norm_square': 2912009.885178089, 'tokens': 335}
{'loss': 664.0, 'grad_norm_square': 2168361.122895479, 'tokens': 434}
{'loss': 428.0, 'grad_norm_square': 2028257.0782165527, 'tokens': 378}
{'loss': 410.0, 'grad_norm_square': 1372544.9423804283, 'tokens': 299}
{'loss': 450.0, 'grad_norm_square': 2036014.1059646606, 'tokens': 377}
{'loss': 434.0, 'grad_norm_square': 1537541.501967907, 'tokens': 294}
{'loss': 352.0, 'grad_norm_square': 1421582.2729625702, 'tokens': 315}
{'loss': 374.0, 'grad_norm_square': 1682819.696466446, 'tokens': 328}
{'loss': 438.0, 'grad_norm_square': 1596770.0654277802, 'tokens': 394}
{'loss': 356.0, 'grad_norm_square': 1910143.7123565674, 'tokens': 291}
{'loss': 350.0, 'grad_norm_square': 1031065.7992610931, 'tokens': 274}
{'loss': 436.0, 'grad_norm_square': 1680678.2595796585, 'tokens': 342}
{'loss': 354.0, 'grad_norm_square': 991925.5865688324, 'tokens': 441}
{'loss': 454.0, 'grad_norm_square': 1467149.8712406158, 'tokens': 360}
{'loss': 396.0, 'grad_norm_square': 1274773.1413021088, 'tokens': 306}
{'loss': 324.0, 'grad_norm_square': 773297.6556582451, 'tokens': 343}
{'loss': 280.0, 'grad_norm_square': 776500.4064793587, 'tokens': 230}
{'loss': 490.0, 'grad_norm_square': 2615166.252138138, 'tokens': 438}
{'loss': 374.0, 'grad_norm_square': 1156437.889717102, 'tokens': 330}
{'loss': 552.0, 'grad_norm_square': 2428309.1098804474, 'tokens': 488}
{'loss': 356.0, 'grad_norm_square': 1131189.2458143234, 'tokens': 343}
{'loss': 448.0, 'grad_norm_square': 1389078.2429275513, 'tokens': 360}
{'loss': 296.0, 'grad_norm_square': 976114.1202468872, 'tokens': 227}
{'loss': 490.0, 'grad_norm_square': 1508563.9175281525, 'tokens': 400}
{'loss': 338.0, 'grad_norm_square': 907053.5389652252, 'tokens': 389}
{'loss': 408.0, 'grad_norm_square': 1164567.2151203156, 'tokens': 347}
{'loss': 346.0, 'grad_norm_square': 855990.9361639023, 'tokens': 281}
{'loss': 260.0, 'grad_norm_square': 653168.0421237946, 'tokens': 299}
{'loss': 378.0, 'grad_norm_square': 941861.9704151154, 'tokens': 305}
{'loss': 448.0, 'grad_norm_square': 1382658.6122608185, 'tokens': 304}
{'loss': 250.0, 'grad_norm_square': 739712.6750984192, 'tokens': 289}
{'loss': 504.0, 'grad_norm_square': 1342293.361881256, 'tokens': 381}
{'loss': 374.0, 'grad_norm_square': 1182024.7838048935, 'tokens': 395}
{'loss': 294.0, 'grad_norm_square': 791745.9785461426, 'tokens': 267}
{'loss': 414.0, 'grad_norm_square': 1057058.4843177795, 'tokens': 299}
{'loss': 442.0, 'grad_norm_square': 1706724.0033159256, 'tokens': 407}
{'loss': 392.0, 'grad_norm_square': 1230482.3415555954, 'tokens': 347}
{'loss': 253.0, 'grad_norm_square': 633292.7532491684, 'tokens': 248}
{'loss': 420.0, 'grad_norm_square': 1393179.5595531464, 'tokens': 309}
{'loss': 372.0, 'grad_norm_square': 1014332.3500556946, 'tokens': 335}
{'loss': 406.0, 'grad_norm_square': 1643927.2902479172, 'tokens': 420}
{'loss': 322.0, 'grad_norm_square': 1186259.047598362, 'tokens': 293}
{'loss': 288.0, 'grad_norm_square': 833678.7834339142, 'tokens': 251}
{'loss': 386.0, 'grad_norm_square': 1007049.9238376617, 'tokens': 348}
{'loss': 476.0, 'grad_norm_square': 1285711.3288211823, 'tokens': 336}
{'loss': 368.0, 'grad_norm_square': 1022365.0989780426, 'tokens': 334}
{'loss': 292.0, 'grad_norm_square': 789093.0444936752, 'tokens': 312}
{'loss': 452.0, 'grad_norm_square': 1169504.1444978714, 'tokens': 332}
{'loss': 272.0, 'grad_norm_square': 678779.4686851501, 'tokens': 272}
{'loss': 214.0, 'grad_norm_square': 801305.4441604614, 'tokens': 258}
{'loss': 410.0, 'grad_norm_square': 1334464.7683906555, 'tokens': 314}
{'loss': 228.0, 'grad_norm_square': 461057.5669732094, 'tokens': 261}
{'loss': 320.0, 'grad_norm_square': 1392396.4887723923, 'tokens': 291}
