{'model_params': 2506172416, 'peft_params': 10515456}
{'loss': 466.0, 'grad_norm_square': 192473493.21875, 'tokens': 319}
{'loss': 354.0, 'grad_norm_square': 762860827.1806641, 'tokens': 252}
{'loss': 316.0, 'grad_norm_square': 119856122.453125, 'tokens': 311}
{'loss': 338.0, 'grad_norm_square': 74446882.1328125, 'tokens': 308}
{'loss': 500.0, 'grad_norm_square': 133797339.0, 'tokens': 335}
{'loss': 660.0, 'grad_norm_square': 127648273.328125, 'tokens': 434}
{'loss': 426.0, 'grad_norm_square': 124807963.375, 'tokens': 378}
{'loss': 402.0, 'grad_norm_square': 180010492.25, 'tokens': 299}
{'loss': 490.0, 'grad_norm_square': 100725587.125, 'tokens': 377}
{'loss': 386.0, 'grad_norm_square': 71778577.21875, 'tokens': 294}
{'loss': 308.0, 'grad_norm_square': 49940648.2890625, 'tokens': 315}
{'loss': 358.0, 'grad_norm_square': 63884875.03125, 'tokens': 328}
{'loss': 408.0, 'grad_norm_square': 59538152.96875, 'tokens': 394}
{'loss': 324.0, 'grad_norm_square': 85763311.84375, 'tokens': 291}
{'loss': 308.0, 'grad_norm_square': 45934488.734375, 'tokens': 274}
{'loss': 394.0, 'grad_norm_square': 58657290.203125, 'tokens': 342}
{'loss': 348.0, 'grad_norm_square': 49617861.78125, 'tokens': 441}
{'loss': 368.0, 'grad_norm_square': 48093858.34375, 'tokens': 360}
{'loss': 362.0, 'grad_norm_square': 38454101.375, 'tokens': 306}
{'loss': 286.0, 'grad_norm_square': 26464976.34375, 'tokens': 343}
{'loss': 224.0, 'grad_norm_square': 27930063.3828125, 'tokens': 230}
{'loss': 472.0, 'grad_norm_square': 63599526.40625, 'tokens': 438}
{'loss': 340.0, 'grad_norm_square': 32181429.71875, 'tokens': 330}
{'loss': 532.0, 'grad_norm_square': 72964734.25, 'tokens': 488}
{'loss': 352.0, 'grad_norm_square': 50065817.84375, 'tokens': 343}
{'loss': 472.0, 'grad_norm_square': 58247408.078125, 'tokens': 360}
{'loss': 300.0, 'grad_norm_square': 37836260.859375, 'tokens': 227}
{'loss': 506.0, 'grad_norm_square': 57287840.859375, 'tokens': 400}
{'loss': 342.0, 'grad_norm_square': 35532561.1171875, 'tokens': 389}
{'loss': 384.0, 'grad_norm_square': 39142139.96875, 'tokens': 347}
{'loss': 326.0, 'grad_norm_square': 28046996.59375, 'tokens': 281}
{'loss': 246.0, 'grad_norm_square': 27667855.328125, 'tokens': 299}
{'loss': 340.0, 'grad_norm_square': 37749987.90625, 'tokens': 305}
{'loss': 458.0, 'grad_norm_square': 50721498.296875, 'tokens': 304}
{'loss': 237.0, 'grad_norm_square': 20332692.0, 'tokens': 289}
{'loss': 516.0, 'grad_norm_square': 87661488.140625, 'tokens': 381}
{'loss': 434.0, 'grad_norm_square': 415619853.625, 'tokens': 395}
{'loss': 292.0, 'grad_norm_square': 31559294.0, 'tokens': 267}
{'loss': 416.0, 'grad_norm_square': 48711047.8125, 'tokens': 299}
{'loss': 448.0, 'grad_norm_square': 73449257.65625, 'tokens': 407}
{'loss': 386.0, 'grad_norm_square': 42787880.5, 'tokens': 347}
{'loss': 246.0, 'grad_norm_square': 23939752.5234375, 'tokens': 248}
{'loss': 448.0, 'grad_norm_square': 56903767.84375, 'tokens': 309}
{'loss': 402.0, 'grad_norm_square': 62791578.90625, 'tokens': 335}
{'loss': 460.0, 'grad_norm_square': 109937405.125, 'tokens': 420}
{'loss': 342.0, 'grad_norm_square': 40800235.0, 'tokens': 293}
{'loss': 274.0, 'grad_norm_square': 20345440.265625, 'tokens': 251}
{'loss': 430.0, 'grad_norm_square': 36702050.625, 'tokens': 348}
{'loss': 488.0, 'grad_norm_square': 37718783.609375, 'tokens': 336}
{'loss': 400.0, 'grad_norm_square': 39966623.328125, 'tokens': 334}
{'loss': 310.0, 'grad_norm_square': 25773345.453125, 'tokens': 312}
{'loss': 460.0, 'grad_norm_square': 52156346.28125, 'tokens': 332}
{'loss': 278.0, 'grad_norm_square': 24657024.2265625, 'tokens': 272}
{'loss': 230.0, 'grad_norm_square': 50396719.78125, 'tokens': 258}
{'loss': 416.0, 'grad_norm_square': 45723848.734375, 'tokens': 314}
{'loss': 242.0, 'grad_norm_square': 17547357.375, 'tokens': 261}
{'loss': 354.0, 'grad_norm_square': 48183501.21875, 'tokens': 291}
{'loss': 520.0, 'grad_norm_square': 70499376.125, 'tokens': 383}
{'loss': 450.0, 'grad_norm_square': 50895277.84375, 'tokens': 323}
{'loss': 406.0, 'grad_norm_square': 139300287.71875, 'tokens': 350}
{'loss': 324.0, 'grad_norm_square': 25687691.1484375, 'tokens': 358}
{'loss': 308.0, 'grad_norm_square': 39652741.34375, 'tokens': 240}
{'loss': 278.0, 'grad_norm_square': 38176972.03125, 'tokens': 256}
{'loss': 344.0, 'grad_norm_square': 26744563.34375, 'tokens': 314}
{'loss': 268.0, 'grad_norm_square': 26587450.125, 'tokens': 249}
{'loss': 422.0, 'grad_norm_square': 44832844.328125, 'tokens': 352}
{'loss': 394.0, 'grad_norm_square': 40011843.859375, 'tokens': 330}
{'loss': 328.0, 'grad_norm_square': 56393243.03125, 'tokens': 243}
{'loss': 320.0, 'grad_norm_square': 27204900.09375, 'tokens': 292}
{'loss': 364.0, 'grad_norm_square': 36885799.109375, 'tokens': 293}
{'loss': 328.0, 'grad_norm_square': 30052717.9453125, 'tokens': 327}
{'loss': 382.0, 'grad_norm_square': 26764101.296875, 'tokens': 310}
