{'model_params': 2506172416, 'peft_params': 2208248}
{'loss': 466.0, 'grad_norm_square': 1109393408.0, 'tokens': 319}
{'loss': 362.0, 'grad_norm_square': 450061527.75, 'tokens': 252}
{'loss': 302.0, 'grad_norm_square': 451951990.5, 'tokens': 311}
{'loss': 326.0, 'grad_norm_square': 331004270.5, 'tokens': 308}
{'loss': 494.0, 'grad_norm_square': 968563292.0, 'tokens': 335}
{'loss': 628.0, 'grad_norm_square': 727501316.0, 'tokens': 434}
{'loss': 386.0, 'grad_norm_square': 582407344.0, 'tokens': 378}
{'loss': 338.0, 'grad_norm_square': 405276816.0, 'tokens': 299}
{'loss': 392.0, 'grad_norm_square': 560412108.0, 'tokens': 377}
{'loss': 366.0, 'grad_norm_square': 504427885.25, 'tokens': 294}
{'loss': 286.0, 'grad_norm_square': 337264167.0, 'tokens': 315}
{'loss': 292.0, 'grad_norm_square': 280083220.0, 'tokens': 328}
{'loss': 370.0, 'grad_norm_square': 389916472.0, 'tokens': 394}
{'loss': 288.0, 'grad_norm_square': 496778116.0, 'tokens': 291}
{'loss': 274.0, 'grad_norm_square': 335907884.0, 'tokens': 274}
{'loss': 366.0, 'grad_norm_square': 657059288.0, 'tokens': 342}
{'loss': 306.0, 'grad_norm_square': 527401006.0, 'tokens': 441}
{'loss': 360.0, 'grad_norm_square': 484916956.0, 'tokens': 360}
{'loss': 336.0, 'grad_norm_square': 405458920.0, 'tokens': 306}
{'loss': 276.0, 'grad_norm_square': 239206832.0, 'tokens': 343}
{'loss': 201.0, 'grad_norm_square': 221146028.0, 'tokens': 230}
{'loss': 422.0, 'grad_norm_square': 902771412.0, 'tokens': 438}
{'loss': 312.0, 'grad_norm_square': 286569451.0, 'tokens': 330}
{'loss': 482.0, 'grad_norm_square': 595975888.0, 'tokens': 488}
{'loss': 306.0, 'grad_norm_square': 312996800.0, 'tokens': 343}
{'loss': 410.0, 'grad_norm_square': 519555136.0, 'tokens': 360}
{'loss': 245.0, 'grad_norm_square': 470007461.0, 'tokens': 227}
{'loss': 454.0, 'grad_norm_square': 514737368.0, 'tokens': 400}
{'loss': 304.0, 'grad_norm_square': 308589114.0, 'tokens': 389}
{'loss': 352.0, 'grad_norm_square': 312554976.0, 'tokens': 347}
{'loss': 308.0, 'grad_norm_square': 235465910.0, 'tokens': 281}
{'loss': 223.0, 'grad_norm_square': 155846700.0, 'tokens': 299}
{'loss': 312.0, 'grad_norm_square': 237741772.0, 'tokens': 305}
{'loss': 436.0, 'grad_norm_square': 626457136.0, 'tokens': 304}
{'loss': 213.0, 'grad_norm_square': 143842476.0, 'tokens': 289}
{'loss': 452.0, 'grad_norm_square': 401685184.0, 'tokens': 381}
{'loss': 340.0, 'grad_norm_square': 593907184.0, 'tokens': 395}
