{'model_params': 2506172416, 'peft_params': 5069792}
{'loss': 466.0, 'grad_norm_square': 1296564224.0, 'tokens': 319}
{'loss': 350.0, 'grad_norm_square': 616426524.9375, 'tokens': 252}
{'loss': 290.0, 'grad_norm_square': 563025890.0, 'tokens': 311}
{'loss': 330.0, 'grad_norm_square': 1377999499.25, 'tokens': 308}
{'loss': 484.0, 'grad_norm_square': 1146026845.0, 'tokens': 335}
{'loss': 632.0, 'grad_norm_square': 1977920318.0, 'tokens': 434}
{'loss': 372.0, 'grad_norm_square': 651371559.25, 'tokens': 378}
{'loss': 340.0, 'grad_norm_square': 423334224.25, 'tokens': 299}
{'loss': 398.0, 'grad_norm_square': 671141074.5, 'tokens': 377}
{'loss': 360.0, 'grad_norm_square': 583953149.0, 'tokens': 294}
{'loss': 284.0, 'grad_norm_square': 387660794.0, 'tokens': 315}
{'loss': 300.0, 'grad_norm_square': 372937739.0, 'tokens': 328}
{'loss': 370.0, 'grad_norm_square': 475616394.0, 'tokens': 394}
{'loss': 296.0, 'grad_norm_square': 1000820360.0, 'tokens': 291}
{'loss': 278.0, 'grad_norm_square': 1009316227.0, 'tokens': 274}
{'loss': 372.0, 'grad_norm_square': 674844537.0, 'tokens': 342}
{'loss': 304.0, 'grad_norm_square': 471923388.0, 'tokens': 441}
{'loss': 360.0, 'grad_norm_square': 435023144.0, 'tokens': 360}
{'loss': 334.0, 'grad_norm_square': 472896446.5, 'tokens': 306}
{'loss': 282.0, 'grad_norm_square': 348127760.0, 'tokens': 343}
{'loss': 201.0, 'grad_norm_square': 205257672.5, 'tokens': 230}
{'loss': 438.0, 'grad_norm_square': 1413292388.0, 'tokens': 438}
{'loss': 314.0, 'grad_norm_square': 275143478.0, 'tokens': 330}
{'loss': 484.0, 'grad_norm_square': 712029364.0, 'tokens': 488}
{'loss': 324.0, 'grad_norm_square': 1131901122.0, 'tokens': 343}
{'loss': 416.0, 'grad_norm_square': 508750768.0, 'tokens': 360}
{'loss': 252.0, 'grad_norm_square': 306872992.0, 'tokens': 227}
{'loss': 452.0, 'grad_norm_square': 453920426.0, 'tokens': 400}
{'loss': 302.0, 'grad_norm_square': 347726248.5, 'tokens': 389}
{'loss': 354.0, 'grad_norm_square': 322781415.0, 'tokens': 347}
{'loss': 308.0, 'grad_norm_square': 239590826.0, 'tokens': 281}
{'loss': 227.0, 'grad_norm_square': 190268512.25, 'tokens': 299}
{'loss': 316.0, 'grad_norm_square': 272498041.5, 'tokens': 305}
{'loss': 424.0, 'grad_norm_square': 573579190.0, 'tokens': 304}
{'loss': 217.0, 'grad_norm_square': 150533454.5, 'tokens': 289}
{'loss': 452.0, 'grad_norm_square': 336515309.0, 'tokens': 381}
{'loss': 338.0, 'grad_norm_square': 619272892.0, 'tokens': 395}
{'loss': 256.0, 'grad_norm_square': 183182478.5, 'tokens': 267}
{'loss': 374.0, 'grad_norm_square': 278879854.0, 'tokens': 299}
{'loss': 404.0, 'grad_norm_square': 434136828.0, 'tokens': 407}
{'loss': 348.0, 'grad_norm_square': 262052459.5, 'tokens': 347}
{'loss': 222.0, 'grad_norm_square': 170389296.5, 'tokens': 248}
{'loss': 398.0, 'grad_norm_square': 317114293.0, 'tokens': 309}
{'loss': 332.0, 'grad_norm_square': 226965588.0, 'tokens': 335}
{'loss': 384.0, 'grad_norm_square': 887691042.0, 'tokens': 420}
{'loss': 296.0, 'grad_norm_square': 219089803.0, 'tokens': 293}
{'loss': 244.0, 'grad_norm_square': 149338478.5, 'tokens': 251}
{'loss': 376.0, 'grad_norm_square': 277368406.0, 'tokens': 348}
{'loss': 458.0, 'grad_norm_square': 263715403.0, 'tokens': 336}
{'loss': 336.0, 'grad_norm_square': 321760105.0, 'tokens': 334}
{'loss': 276.0, 'grad_norm_square': 312326235.0, 'tokens': 312}
{'loss': 410.0, 'grad_norm_square': 279036770.0, 'tokens': 332}
{'loss': 249.0, 'grad_norm_square': 157587169.0, 'tokens': 272}
{'loss': 191.0, 'grad_norm_square': 152303610.5, 'tokens': 258}
{'loss': 372.0, 'grad_norm_square': 258710972.0, 'tokens': 314}
{'loss': 210.0, 'grad_norm_square': 146181801.0, 'tokens': 261}
{'loss': 288.0, 'grad_norm_square': 219211022.0, 'tokens': 291}
{'loss': 452.0, 'grad_norm_square': 657617508.0, 'tokens': 383}
{'loss': 378.0, 'grad_norm_square': 217903994.0, 'tokens': 323}
{'loss': 360.0, 'grad_norm_square': 351812100.0, 'tokens': 350}
{'loss': 286.0, 'grad_norm_square': 170263441.5, 'tokens': 358}
{'loss': 268.0, 'grad_norm_square': 280981064.0, 'tokens': 240}
{'loss': 229.0, 'grad_norm_square': 166576665.5, 'tokens': 256}
{'loss': 320.0, 'grad_norm_square': 183355735.0, 'tokens': 314}
{'loss': 231.0, 'grad_norm_square': 103079586.0, 'tokens': 249}
{'loss': 364.0, 'grad_norm_square': 275791911.5, 'tokens': 352}
{'loss': 352.0, 'grad_norm_square': 246521717.0, 'tokens': 330}
{'loss': 266.0, 'grad_norm_square': 232106527.0, 'tokens': 243}
{'loss': 266.0, 'grad_norm_square': 171171970.0, 'tokens': 292}
{'loss': 314.0, 'grad_norm_square': 176486425.0, 'tokens': 293}
{'loss': 296.0, 'grad_norm_square': 232920728.0, 'tokens': 327}
{'loss': 346.0, 'grad_norm_square': 250897463.0, 'tokens': 310}
{'loss': 274.0, 'grad_norm_square': 173711813.5, 'tokens': 254}
{'loss': 434.0, 'grad_norm_square': 255415373.0, 'tokens': 433}
{'loss': 420.0, 'grad_norm_square': 253421220.0, 'tokens': 352}
{'loss': 203.0, 'grad_norm_square': 141997275.0, 'tokens': 206}
{'loss': 288.0, 'grad_norm_square': 170105303.0, 'tokens': 243}
{'loss': 306.0, 'grad_norm_square': 176681698.0, 'tokens': 312}
{'loss': 444.0, 'grad_norm_square': 237374793.0, 'tokens': 374}
{'loss': 320.0, 'grad_norm_square': 189808321.5, 'tokens': 279}
{'loss': 219.0, 'grad_norm_square': 94987046.0, 'tokens': 286}
{'loss': 243.0, 'grad_norm_square': 135433302.0, 'tokens': 288}
{'loss': 262.0, 'grad_norm_square': 126304937.0, 'tokens': 270}
{'loss': 320.0, 'grad_norm_square': 103830688.0, 'tokens': 309}
{'loss': 320.0, 'grad_norm_square': 165045790.0, 'tokens': 319}
{'loss': 192.0, 'grad_norm_square': 83628633.5, 'tokens': 210}
{'loss': 286.0, 'grad_norm_square': 157916541.0, 'tokens': 347}
{'loss': 234.0, 'grad_norm_square': 135710100.5, 'tokens': 336}
{'loss': 356.0, 'grad_norm_square': 197387868.0, 'tokens': 375}
{'loss': 200.0, 'grad_norm_square': 98713537.0, 'tokens': 237}
{'loss': 512.0, 'grad_norm_square': 284419900.0, 'tokens': 464}
{'loss': 280.0, 'grad_norm_square': 138482384.5, 'tokens': 354}
{'loss': 296.0, 'grad_norm_square': 145448228.0, 'tokens': 300}
{'loss': 306.0, 'grad_norm_square': 142072294.0, 'tokens': 419}
{'loss': 304.0, 'grad_norm_square': 177556231.5, 'tokens': 338}
{'loss': 314.0, 'grad_norm_square': 164828046.0, 'tokens': 314}
{'loss': 402.0, 'grad_norm_square': 160656707.0, 'tokens': 334}
{'loss': 332.0, 'grad_norm_square': 98607172.5, 'tokens': 354}
{'loss': 478.0, 'grad_norm_square': 297786230.0, 'tokens': 389}
{'loss': 272.0, 'grad_norm_square': 97473503.5, 'tokens': 348}
{'loss': 334.0, 'grad_norm_square': 199294368.0, 'tokens': 431}
{'loss': 243.0, 'grad_norm_square': 96331438.0, 'tokens': 254}
{'loss': 322.0, 'grad_norm_square': 110256308.0, 'tokens': 408}
{'loss': 360.0, 'grad_norm_square': 255642562.0, 'tokens': 378}
{'loss': 288.0, 'grad_norm_square': 105702651.0, 'tokens': 412}
{'loss': 332.0, 'grad_norm_square': 91103065.0, 'tokens': 319}
{'loss': 352.0, 'grad_norm_square': 116168808.0, 'tokens': 389}
{'loss': 396.0, 'grad_norm_square': 162993106.0, 'tokens': 379}
{'loss': 182.0, 'grad_norm_square': 63254007.5, 'tokens': 230}
{'loss': 232.0, 'grad_norm_square': 73144675.5, 'tokens': 328}
