{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.0, 'grad_norm_square': 3425512.0, 'tokens': 319}
{'loss': 420.0, 'grad_norm_square': 3808328.205932617, 'tokens': 252}
{'loss': 368.0, 'grad_norm_square': 5343389.2861328125, 'tokens': 311}
{'loss': 398.0, 'grad_norm_square': 2479387.2138671875, 'tokens': 308}
{'loss': 568.0, 'grad_norm_square': 3222409.41015625, 'tokens': 335}
{'loss': 664.0, 'grad_norm_square': 2848836.5244140625, 'tokens': 434}
{'loss': 426.0, 'grad_norm_square': 2498006.99609375, 'tokens': 378}
{'loss': 406.0, 'grad_norm_square': 1770309.7944335938, 'tokens': 299}
{'loss': 446.0, 'grad_norm_square': 2550766.9375, 'tokens': 377}
{'loss': 428.0, 'grad_norm_square': 1807818.1474609375, 'tokens': 294}
{'loss': 348.0, 'grad_norm_square': 1595821.4296875, 'tokens': 315}
{'loss': 370.0, 'grad_norm_square': 1615641.6484375, 'tokens': 328}
{'loss': 434.0, 'grad_norm_square': 1771683.013671875, 'tokens': 394}
{'loss': 348.0, 'grad_norm_square': 2047105.81640625, 'tokens': 291}
{'loss': 346.0, 'grad_norm_square': 1291984.716796875, 'tokens': 274}
{'loss': 430.0, 'grad_norm_square': 2495253.517578125, 'tokens': 342}
{'loss': 348.0, 'grad_norm_square': 1261693.10546875, 'tokens': 441}
{'loss': 448.0, 'grad_norm_square': 1879596.265625, 'tokens': 360}
{'loss': 390.0, 'grad_norm_square': 1555960.111328125, 'tokens': 306}
{'loss': 318.0, 'grad_norm_square': 974909.57421875, 'tokens': 343}
{'loss': 272.0, 'grad_norm_square': 1117852.26953125, 'tokens': 230}
{'loss': 482.0, 'grad_norm_square': 4430993.80859375, 'tokens': 438}
{'loss': 366.0, 'grad_norm_square': 1730029.884765625, 'tokens': 330}
{'loss': 544.0, 'grad_norm_square': 3912434.140625, 'tokens': 488}
{'loss': 346.0, 'grad_norm_square': 1508840.0390625, 'tokens': 343}
{'loss': 440.0, 'grad_norm_square': 1951343.99609375, 'tokens': 360}
{'loss': 286.0, 'grad_norm_square': 1530687.453125, 'tokens': 227}
{'loss': 482.0, 'grad_norm_square': 2327824.3984375, 'tokens': 400}
{'loss': 328.0, 'grad_norm_square': 1246997.6484375, 'tokens': 389}
{'loss': 394.0, 'grad_norm_square': 1701372.0703125, 'tokens': 347}
{'loss': 336.0, 'grad_norm_square': 1226947.4375, 'tokens': 281}
{'loss': 246.0, 'grad_norm_square': 1110216.79296875, 'tokens': 299}
{'loss': 366.0, 'grad_norm_square': 1440918.91796875, 'tokens': 305}
{'loss': 434.0, 'grad_norm_square': 2023125.40234375, 'tokens': 304}
{'loss': 238.0, 'grad_norm_square': 1137738.705078125, 'tokens': 289}
{'loss': 490.0, 'grad_norm_square': 2301093.31640625, 'tokens': 381}
{'loss': 362.0, 'grad_norm_square': 2008699.56640625, 'tokens': 395}
{'loss': 278.0, 'grad_norm_square': 1098286.720703125, 'tokens': 267}
{'loss': 396.0, 'grad_norm_square': 1539492.3828125, 'tokens': 299}
{'loss': 426.0, 'grad_norm_square': 2455090.623046875, 'tokens': 407}
{'loss': 378.0, 'grad_norm_square': 1834779.72265625, 'tokens': 347}
{'loss': 238.0, 'grad_norm_square': 1065629.3203125, 'tokens': 248}
{'loss': 406.0, 'grad_norm_square': 2040741.591796875, 'tokens': 309}
{'loss': 354.0, 'grad_norm_square': 1518319.890625, 'tokens': 335}
{'loss': 390.0, 'grad_norm_square': 3078423.3125, 'tokens': 420}
{'loss': 308.0, 'grad_norm_square': 1708652.54296875, 'tokens': 293}
{'loss': 268.0, 'grad_norm_square': 1285139.3671875, 'tokens': 251}
{'loss': 372.0, 'grad_norm_square': 1537065.02734375, 'tokens': 348}
{'loss': 462.0, 'grad_norm_square': 2658854.8125, 'tokens': 336}
{'loss': 350.0, 'grad_norm_square': 1403243.609375, 'tokens': 334}
{'loss': 276.0, 'grad_norm_square': 1194946.064453125, 'tokens': 312}
{'loss': 442.0, 'grad_norm_square': 2126076.4296875, 'tokens': 332}
{'loss': 256.0, 'grad_norm_square': 1100053.43359375, 'tokens': 272}
{'loss': 202.0, 'grad_norm_square': 1727464.970703125, 'tokens': 258}
{'loss': 390.0, 'grad_norm_square': 1906127.1875, 'tokens': 314}
{'loss': 217.0, 'grad_norm_square': 744633.380859375, 'tokens': 261}
{'loss': 302.0, 'grad_norm_square': 2013093.23828125, 'tokens': 291}
{'loss': 468.0, 'grad_norm_square': 3208071.078125, 'tokens': 383}
{'loss': 402.0, 'grad_norm_square': 2279606.3515625, 'tokens': 323}
{'loss': 364.0, 'grad_norm_square': 1683402.234375, 'tokens': 350}
{'loss': 288.0, 'grad_norm_square': 1380020.79296875, 'tokens': 358}
{'loss': 270.0, 'grad_norm_square': 1162302.853515625, 'tokens': 240}
{'loss': 230.0, 'grad_norm_square': 967617.07421875, 'tokens': 256}
{'loss': 316.0, 'grad_norm_square': 1395109.13671875, 'tokens': 314}
{'loss': 236.0, 'grad_norm_square': 951927.646484375, 'tokens': 249}
{'loss': 372.0, 'grad_norm_square': 2116442.859375, 'tokens': 352}
{'loss': 370.0, 'grad_norm_square': 2121144.0703125, 'tokens': 330}
{'loss': 268.0, 'grad_norm_square': 1266170.71484375, 'tokens': 243}
{'loss': 286.0, 'grad_norm_square': 1896871.6953125, 'tokens': 292}
{'loss': 324.0, 'grad_norm_square': 1723494.609375, 'tokens': 293}
{'loss': 312.0, 'grad_norm_square': 1742741.578125, 'tokens': 327}
{'loss': 336.0, 'grad_norm_square': 1754748.78125, 'tokens': 310}
{'loss': 298.0, 'grad_norm_square': 2454227.625, 'tokens': 254}
{'loss': 444.0, 'grad_norm_square': 2674342.2734375, 'tokens': 433}
{'loss': 400.0, 'grad_norm_square': 1414887.4140625, 'tokens': 352}
{'loss': 218.0, 'grad_norm_square': 936197.62890625, 'tokens': 206}
{'loss': 296.0, 'grad_norm_square': 1545430.556640625, 'tokens': 243}
{'loss': 308.0, 'grad_norm_square': 1696005.7099609375, 'tokens': 312}
{'loss': 438.0, 'grad_norm_square': 3148614.8359375, 'tokens': 374}
{'loss': 322.0, 'grad_norm_square': 1853954.1484375, 'tokens': 279}
{'loss': 216.0, 'grad_norm_square': 1002538.33203125, 'tokens': 286}
{'loss': 239.0, 'grad_norm_square': 1177653.57421875, 'tokens': 288}
{'loss': 272.0, 'grad_norm_square': 1098348.9580078125, 'tokens': 270}
{'loss': 328.0, 'grad_norm_square': 1199249.5859375, 'tokens': 309}
{'loss': 316.0, 'grad_norm_square': 1900338.97265625, 'tokens': 319}
{'loss': 196.0, 'grad_norm_square': 731119.51953125, 'tokens': 210}
{'loss': 284.0, 'grad_norm_square': 1369534.3515625, 'tokens': 347}
{'loss': 236.0, 'grad_norm_square': 1203133.759765625, 'tokens': 336}
{'loss': 366.0, 'grad_norm_square': 2627002.2265625, 'tokens': 375}
{'loss': 208.0, 'grad_norm_square': 1177400.3671875, 'tokens': 237}
{'loss': 512.0, 'grad_norm_square': 2408871.09375, 'tokens': 464}
{'loss': 292.0, 'grad_norm_square': 1612517.02734375, 'tokens': 354}
{'loss': 294.0, 'grad_norm_square': 1747730.4375, 'tokens': 300}
{'loss': 314.0, 'grad_norm_square': 1617824.546875, 'tokens': 419}
{'loss': 304.0, 'grad_norm_square': 2575830.474609375, 'tokens': 338}
{'loss': 316.0, 'grad_norm_square': 1759578.78125, 'tokens': 314}
{'loss': 394.0, 'grad_norm_square': 1825356.15625, 'tokens': 334}
{'loss': 340.0, 'grad_norm_square': 1167397.93359375, 'tokens': 354}
{'loss': 496.0, 'grad_norm_square': 3104452.90625, 'tokens': 389}
{'loss': 278.0, 'grad_norm_square': 889800.287109375, 'tokens': 348}
{'loss': 334.0, 'grad_norm_square': 2180066.6953125, 'tokens': 431}
{'loss': 252.0, 'grad_norm_square': 1202507.91796875, 'tokens': 254}
{'loss': 326.0, 'grad_norm_square': 1651002.984375, 'tokens': 408}
{'loss': 344.0, 'grad_norm_square': 2244647.3515625, 'tokens': 378}
{'loss': 296.0, 'grad_norm_square': 1486998.51953125, 'tokens': 412}
{'loss': 336.0, 'grad_norm_square': 1445713.01953125, 'tokens': 319}
{'loss': 362.0, 'grad_norm_square': 2086470.26953125, 'tokens': 389}
{'loss': 402.0, 'grad_norm_square': 1742674.15625, 'tokens': 379}
{'loss': 180.0, 'grad_norm_square': 928281.32421875, 'tokens': 230}
{'loss': 239.0, 'grad_norm_square': 1315914.5, 'tokens': 328}
