{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.21319580078125, 'grad_norm_square': 297734144.0, 'tokens': 319}
{'loss': 351.865234375, 'grad_norm_square': 119579611.70239258, 'tokens': 252}
{'loss': 293.55126953125, 'grad_norm_square': 99965923.38964844, 'tokens': 311}
{'loss': 316.6606750488281, 'grad_norm_square': 76478858.56201172, 'tokens': 308}
{'loss': 486.343505859375, 'grad_norm_square': 179890818.01171875, 'tokens': 335}
{'loss': 623.925537109375, 'grad_norm_square': 155667581.11328125, 'tokens': 434}
{'loss': 381.3621520996094, 'grad_norm_square': 117705882.21289062, 'tokens': 378}
{'loss': 339.43621826171875, 'grad_norm_square': 63944859.875, 'tokens': 299}
{'loss': 394.86248779296875, 'grad_norm_square': 117489446.66601562, 'tokens': 377}
{'loss': 370.9068908691406, 'grad_norm_square': 108926146.265625, 'tokens': 294}
{'loss': 295.721435546875, 'grad_norm_square': 108905757.5859375, 'tokens': 315}
{'loss': 293.2801513671875, 'grad_norm_square': 67066654.880859375, 'tokens': 328}
{'loss': 372.65643310546875, 'grad_norm_square': 99359224.28515625, 'tokens': 394}
{'loss': 295.4765930175781, 'grad_norm_square': 160995846.58007812, 'tokens': 291}
{'loss': 273.72344970703125, 'grad_norm_square': 71031660.88232422, 'tokens': 274}
{'loss': 374.057861328125, 'grad_norm_square': 150954952.48828125, 'tokens': 342}
{'loss': 316.9300537109375, 'grad_norm_square': 120486921.703125, 'tokens': 441}
{'loss': 354.57379150390625, 'grad_norm_square': 108899388.4609375, 'tokens': 360}
{'loss': 339.53887939453125, 'grad_norm_square': 82353644.63964844, 'tokens': 306}
{'loss': 281.18157958984375, 'grad_norm_square': 55735511.900390625, 'tokens': 343}
{'loss': 201.7628631591797, 'grad_norm_square': 35365139.681640625, 'tokens': 230}
{'loss': 430.50384521484375, 'grad_norm_square': 182523616.6875, 'tokens': 438}
{'loss': 308.6697998046875, 'grad_norm_square': 62345902.58984375, 'tokens': 330}
{'loss': 482.087890625, 'grad_norm_square': 134135335.58984375, 'tokens': 488}
{'loss': 304.5423583984375, 'grad_norm_square': 61156009.146484375, 'tokens': 343}
{'loss': 410.45245361328125, 'grad_norm_square': 95774216.42578125, 'tokens': 360}
