{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.0, 'grad_norm_square': 1273950.0, 'tokens': 319}
{'loss': 430.0, 'grad_norm_square': 1592453.0518798828, 'tokens': 252}
{'loss': 386.0, 'grad_norm_square': 2795630.516357422, 'tokens': 311}
{'loss': 420.0, 'grad_norm_square': 1283833.9736328125, 'tokens': 308}
{'loss': 596.0, 'grad_norm_square': 1628473.7861328125, 'tokens': 335}
{'loss': 684.0, 'grad_norm_square': 1251037.740234375, 'tokens': 434}
{'loss': 452.0, 'grad_norm_square': 1160273.033203125, 'tokens': 378}
{'loss': 440.0, 'grad_norm_square': 1013372.4765625, 'tokens': 299}
{'loss': 496.0, 'grad_norm_square': 3165837.97265625, 'tokens': 377}
{'loss': 462.0, 'grad_norm_square': 964546.7890625, 'tokens': 294}
{'loss': 390.0, 'grad_norm_square': 1206595.380859375, 'tokens': 315}
{'loss': 414.0, 'grad_norm_square': 1044214.56640625, 'tokens': 328}
{'loss': 470.0, 'grad_norm_square': 933791.7109375, 'tokens': 394}
{'loss': 398.0, 'grad_norm_square': 2463235.3984375, 'tokens': 291}
{'loss': 376.0, 'grad_norm_square': 763553.62890625, 'tokens': 274}
{'loss': 460.0, 'grad_norm_square': 1191999.48828125, 'tokens': 342}
{'loss': 380.0, 'grad_norm_square': 742185.57421875, 'tokens': 441}
{'loss': 480.0, 'grad_norm_square': 862573.67578125, 'tokens': 360}
{'loss': 418.0, 'grad_norm_square': 816225.8203125, 'tokens': 306}
{'loss': 346.0, 'grad_norm_square': 617647.568359375, 'tokens': 343}
{'loss': 306.0, 'grad_norm_square': 581635.240234375, 'tokens': 230}
{'loss': 516.0, 'grad_norm_square': 1652001.2421875, 'tokens': 438}
{'loss': 396.0, 'grad_norm_square': 843113.16796875, 'tokens': 330}
{'loss': 572.0, 'grad_norm_square': 1497472.9375, 'tokens': 488}
{'loss': 374.0, 'grad_norm_square': 807295.234375, 'tokens': 343}
{'loss': 464.0, 'grad_norm_square': 945240.435546875, 'tokens': 360}
{'loss': 316.0, 'grad_norm_square': 755162.62109375, 'tokens': 227}
{'loss': 508.0, 'grad_norm_square': 1107466.072265625, 'tokens': 400}
{'loss': 358.0, 'grad_norm_square': 647612.91015625, 'tokens': 389}
{'loss': 428.0, 'grad_norm_square': 838172.8203125, 'tokens': 347}
{'loss': 366.0, 'grad_norm_square': 635840.3671875, 'tokens': 281}
{'loss': 282.0, 'grad_norm_square': 530630.30078125, 'tokens': 299}
{'loss': 400.0, 'grad_norm_square': 757147.70703125, 'tokens': 305}
{'loss': 468.0, 'grad_norm_square': 1066735.09375, 'tokens': 304}
{'loss': 268.0, 'grad_norm_square': 549411.578125, 'tokens': 289}
{'loss': 524.0, 'grad_norm_square': 1081388.703125, 'tokens': 381}
{'loss': 396.0, 'grad_norm_square': 923182.490234375, 'tokens': 395}
{'loss': 310.0, 'grad_norm_square': 542672.03125, 'tokens': 267}
{'loss': 430.0, 'grad_norm_square': 784306.9375, 'tokens': 299}
{'loss': 460.0, 'grad_norm_square': 1458758.4765625, 'tokens': 407}
{'loss': 412.0, 'grad_norm_square': 1000871.98046875, 'tokens': 347}
{'loss': 268.0, 'grad_norm_square': 519946.533203125, 'tokens': 248}
{'loss': 436.0, 'grad_norm_square': 1124710.375, 'tokens': 309}
{'loss': 392.0, 'grad_norm_square': 839871.279296875, 'tokens': 335}
{'loss': 424.0, 'grad_norm_square': 1253175.6640625, 'tokens': 420}
{'loss': 336.0, 'grad_norm_square': 950619.2265625, 'tokens': 293}
{'loss': 308.0, 'grad_norm_square': 917220.33203125, 'tokens': 251}
{'loss': 400.0, 'grad_norm_square': 821633.79296875, 'tokens': 348}
{'loss': 488.0, 'grad_norm_square': 1058745.4296875, 'tokens': 336}
{'loss': 384.0, 'grad_norm_square': 893160.72265625, 'tokens': 334}
{'loss': 308.0, 'grad_norm_square': 662300.296875, 'tokens': 312}
{'loss': 468.0, 'grad_norm_square': 945544.484375, 'tokens': 332}
{'loss': 286.0, 'grad_norm_square': 624300.69921875, 'tokens': 272}
{'loss': 229.0, 'grad_norm_square': 737893.30078125, 'tokens': 258}
{'loss': 424.0, 'grad_norm_square': 1124436.171875, 'tokens': 314}
{'loss': 240.0, 'grad_norm_square': 456325.22265625, 'tokens': 261}
{'loss': 332.0, 'grad_norm_square': 1354955.0390625, 'tokens': 291}
{'loss': 490.0, 'grad_norm_square': 1597343.375, 'tokens': 383}
{'loss': 432.0, 'grad_norm_square': 1248224.84375, 'tokens': 323}
{'loss': 390.0, 'grad_norm_square': 1044708.37109375, 'tokens': 350}
{'loss': 306.0, 'grad_norm_square': 824481.46875, 'tokens': 358}
{'loss': 300.0, 'grad_norm_square': 697692.57421875, 'tokens': 240}
{'loss': 255.0, 'grad_norm_square': 594239.2734375, 'tokens': 256}
{'loss': 338.0, 'grad_norm_square': 882084.56640625, 'tokens': 314}
