{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.0, 'grad_norm_square': 14733606912.0, 'tokens': 319}
{'loss': 468.0, 'grad_norm_square': 63834472448.0, 'tokens': 252}
{'loss': 454.0, 'grad_norm_square': 23022497792.0, 'tokens': 311}
{'loss': 768.0, 'grad_norm_square': 5891344596992.0, 'tokens': 308}
{'loss': 848.0, 'grad_norm_square': 195803127808.0, 'tokens': 335}
{'loss': 2640.0, 'grad_norm_square': 252521729753088.0, 'tokens': 434}
{'loss': 1824.0, 'grad_norm_square': 13288830926848.0, 'tokens': 378}
{'loss': 2288.0, 'grad_norm_square': 72120682446848.0, 'tokens': 299}
{'loss': 844.0, 'grad_norm_square': 164568399872.0, 'tokens': 377}
{'loss': 708.0, 'grad_norm_square': 158349041664.0, 'tokens': 294}
{'loss': 4576.0, 'grad_norm_square': 919777728004096.0, 'tokens': 315}
{'loss': 1880.0, 'grad_norm_square': 12295222853632.0, 'tokens': 328}
{'loss': 2448.0, 'grad_norm_square': 3106427240448.0, 'tokens': 394}
{'loss': 1080.0, 'grad_norm_square': 405517680640.0, 'tokens': 291}
{'loss': 832.0, 'grad_norm_square': 265821028352.0, 'tokens': 274}
{'loss': 17792.0, 'grad_norm_square': 2435852584091648.0, 'tokens': 342}
{'loss': 2656.0, 'grad_norm_square': 3276575080448.0, 'tokens': 441}
{'loss': 3296.0, 'grad_norm_square': 2124654313472.0, 'tokens': 360}
{'loss': 3120.0, 'grad_norm_square': 1732461264896.0, 'tokens': 306}
{'loss': 2768.0, 'grad_norm_square': 1430911057920.0, 'tokens': 343}
{'loss': 2752.0, 'grad_norm_square': 870456459264.0, 'tokens': 230}
{'loss': 5024.0, 'grad_norm_square': 3956834041856.0, 'tokens': 438}
{'loss': 2032.0, 'grad_norm_square': 1313658109952.0, 'tokens': 330}
{'loss': 2256.0, 'grad_norm_square': 954322976768.0, 'tokens': 488}
{'loss': 7232.0, 'grad_norm_square': 369357288898560.0, 'tokens': 343}
{'loss': 3088.0, 'grad_norm_square': 3257198182400.0, 'tokens': 360}
{'loss': 1704.0, 'grad_norm_square': 646806568960.0, 'tokens': 227}
{'loss': 3472.0, 'grad_norm_square': 1698229780480.0, 'tokens': 400}
{'loss': 2688.0, 'grad_norm_square': 985738379264.0, 'tokens': 389}
{'loss': 2128.0, 'grad_norm_square': 700934160384.0, 'tokens': 347}
{'loss': 1696.0, 'grad_norm_square': 514686812160.0, 'tokens': 281}
{'loss': 3664.0, 'grad_norm_square': 362186153132032.0, 'tokens': 299}
{'loss': 2624.0, 'grad_norm_square': 1680242900992.0, 'tokens': 305}
{'loss': 107008.0, 'grad_norm_square': 4.180220453270323e+16, 'tokens': 304}
{'loss': 2976.0, 'grad_norm_square': 4717414612992.0, 'tokens': 289}
{'loss': 4224.0, 'grad_norm_square': 5795564290048.0, 'tokens': 381}
{'loss': 6240.0, 'grad_norm_square': 2152847961489408.0, 'tokens': 395}
{'loss': 4640.0, 'grad_norm_square': 23435907432448.0, 'tokens': 267}
{'loss': 3952.0, 'grad_norm_square': 2632900624384.0, 'tokens': 299}
{'loss': 4544.0, 'grad_norm_square': 4568352325632.0, 'tokens': 407}
{'loss': 4224.0, 'grad_norm_square': 2130190336000.0, 'tokens': 347}
{'loss': 2576.0, 'grad_norm_square': 795782733824.0, 'tokens': 248}
{'loss': 3152.0, 'grad_norm_square': 993849745408.0, 'tokens': 309}
{'loss': 3024.0, 'grad_norm_square': 9253596823552.0, 'tokens': 335}
{'loss': 4224.0, 'grad_norm_square': 5543196606464.0, 'tokens': 420}
{'loss': 3008.0, 'grad_norm_square': 730242235392.0, 'tokens': 293}
{'loss': 2224.0, 'grad_norm_square': 1178765572096.0, 'tokens': 251}
{'loss': 3200.0, 'grad_norm_square': 6588710236160.0, 'tokens': 348}
{'loss': 3024.0, 'grad_norm_square': 811903574016.0, 'tokens': 336}
{'loss': 2864.0, 'grad_norm_square': 1017058629632.0, 'tokens': 334}
{'loss': 2320.0, 'grad_norm_square': 555469301760.0, 'tokens': 312}
{'loss': 2992.0, 'grad_norm_square': 929898616832.0, 'tokens': 332}
{'loss': 2288.0, 'grad_norm_square': 407784688128.0, 'tokens': 272}
{'loss': 1904.0, 'grad_norm_square': 251370917888.0, 'tokens': 258}
{'loss': 2224.0, 'grad_norm_square': 110079850240.0, 'tokens': 314}
{'loss': 1560.0, 'grad_norm_square': 133870327296.0, 'tokens': 261}
{'loss': 2304.0, 'grad_norm_square': 972749374464.0, 'tokens': 291}
{'loss': 2752.0, 'grad_norm_square': 175867750912.0, 'tokens': 383}
{'loss': 2448.0, 'grad_norm_square': 2897537984000.0, 'tokens': 323}
{'loss': 2272.0, 'grad_norm_square': 629313338176.0, 'tokens': 350}
{'loss': 2336.0, 'grad_norm_square': 586785045504.0, 'tokens': 358}
{'loss': 1648.0, 'grad_norm_square': 239988296832.0, 'tokens': 240}
{'loss': 1792.0, 'grad_norm_square': 183385901568.0, 'tokens': 256}
{'loss': 1936.0, 'grad_norm_square': 315152344064.0, 'tokens': 314}
{'loss': 1808.0, 'grad_norm_square': 244326612480.0, 'tokens': 249}
{'loss': 2304.0, 'grad_norm_square': 397072177664.0, 'tokens': 352}
{'loss': 2256.0, 'grad_norm_square': 251770786304.0, 'tokens': 330}
{'loss': 1768.0, 'grad_norm_square': 996281460736.0, 'tokens': 243}
{'loss': 1560.0, 'grad_norm_square': 159663418752.0, 'tokens': 292}
{'loss': 1936.0, 'grad_norm_square': 302791574272.0, 'tokens': 293}
{'loss': 1816.0, 'grad_norm_square': 131632674304.0, 'tokens': 327}
{'loss': 1808.0, 'grad_norm_square': 130695911424.0, 'tokens': 310}
{'loss': 1528.0, 'grad_norm_square': 307629207552.0, 'tokens': 254}
{'loss': 2288.0, 'grad_norm_square': 287479398400.0, 'tokens': 433}
{'loss': 2192.0, 'grad_norm_square': 126077824128.0, 'tokens': 352}
{'loss': 1160.0, 'grad_norm_square': 61872893536.0, 'tokens': 206}
{'loss': 1640.0, 'grad_norm_square': 172684984064.0, 'tokens': 243}
{'loss': 1720.0, 'grad_norm_square': 92884741120.0, 'tokens': 312}
{'loss': 2608.0, 'grad_norm_square': 1516054577152.0, 'tokens': 374}
{'loss': 1688.0, 'grad_norm_square': 117340185856.0, 'tokens': 279}
