{'model_params': 2506172416, 'peft_params': 12006400}
{'loss': 466.0, 'grad_norm_square': 115736576.0, 'tokens': 319}
{'loss': 360.0, 'grad_norm_square': 49829597.6875, 'tokens': 252}
{'loss': 298.0, 'grad_norm_square': 89623492.75, 'tokens': 311}
{'loss': 324.0, 'grad_norm_square': 63051274.25, 'tokens': 308}
{'loss': 494.0, 'grad_norm_square': 165496742.0, 'tokens': 335}
{'loss': 616.0, 'grad_norm_square': 110564166.0, 'tokens': 434}
{'loss': 370.0, 'grad_norm_square': 88272440.0, 'tokens': 378}
{'loss': 334.0, 'grad_norm_square': 50244404.5, 'tokens': 299}
{'loss': 390.0, 'grad_norm_square': 71691603.0, 'tokens': 377}
{'loss': 358.0, 'grad_norm_square': 75223568.0, 'tokens': 294}
{'loss': 290.0, 'grad_norm_square': 89123391.0, 'tokens': 315}
{'loss': 300.0, 'grad_norm_square': 47945397.0, 'tokens': 328}
{'loss': 376.0, 'grad_norm_square': 59143359.0, 'tokens': 394}
{'loss': 298.0, 'grad_norm_square': 75296844.0, 'tokens': 291}
{'loss': 270.0, 'grad_norm_square': 40532490.0, 'tokens': 274}
{'loss': 374.0, 'grad_norm_square': 90256457.0, 'tokens': 342}
{'loss': 314.0, 'grad_norm_square': 61223265.0, 'tokens': 441}
{'loss': 358.0, 'grad_norm_square': 57738582.0, 'tokens': 360}
{'loss': 328.0, 'grad_norm_square': 44812609.0, 'tokens': 306}
{'loss': 274.0, 'grad_norm_square': 28715616.0, 'tokens': 343}
{'loss': 204.0, 'grad_norm_square': 39176546.5, 'tokens': 230}
{'loss': 416.0, 'grad_norm_square': 122776866.0, 'tokens': 438}
{'loss': 306.0, 'grad_norm_square': 28387454.0, 'tokens': 330}
{'loss': 474.0, 'grad_norm_square': 69917896.0, 'tokens': 488}
{'loss': 316.0, 'grad_norm_square': 61749538.0, 'tokens': 343}
{'loss': 414.0, 'grad_norm_square': 72485194.0, 'tokens': 360}
{'loss': 258.0, 'grad_norm_square': 103770576.0, 'tokens': 227}
{'loss': 454.0, 'grad_norm_square': 64127866.0, 'tokens': 400}
{'loss': 308.0, 'grad_norm_square': 125189654.0, 'tokens': 389}
{'loss': 348.0, 'grad_norm_square': 41383067.0, 'tokens': 347}
{'loss': 308.0, 'grad_norm_square': 39327792.0, 'tokens': 281}
{'loss': 225.0, 'grad_norm_square': 25122969.0, 'tokens': 299}
{'loss': 326.0, 'grad_norm_square': 43660502.0, 'tokens': 305}
{'loss': 426.0, 'grad_norm_square': 64733162.0, 'tokens': 304}
{'loss': 212.0, 'grad_norm_square': 22438527.0, 'tokens': 289}
{'loss': 446.0, 'grad_norm_square': 43974785.0, 'tokens': 381}
{'loss': 326.0, 'grad_norm_square': 48667097.0, 'tokens': 395}
{'loss': 258.0, 'grad_norm_square': 21989842.0, 'tokens': 267}
{'loss': 376.0, 'grad_norm_square': 49227260.0, 'tokens': 299}
{'loss': 402.0, 'grad_norm_square': 60482272.0, 'tokens': 407}
{'loss': 348.0, 'grad_norm_square': 35206478.0, 'tokens': 347}
{'loss': 223.0, 'grad_norm_square': 30601880.0, 'tokens': 248}
{'loss': 400.0, 'grad_norm_square': 54041750.0, 'tokens': 309}
{'loss': 322.0, 'grad_norm_square': 26507496.0, 'tokens': 335}
{'loss': 380.0, 'grad_norm_square': 113966524.0, 'tokens': 420}
{'loss': 296.0, 'grad_norm_square': 35323339.0, 'tokens': 293}
{'loss': 242.0, 'grad_norm_square': 24362107.0, 'tokens': 251}
{'loss': 374.0, 'grad_norm_square': 50525834.0, 'tokens': 348}
{'loss': 456.0, 'grad_norm_square': 45675314.0, 'tokens': 336}
{'loss': 366.0, 'grad_norm_square': 73021384.0, 'tokens': 334}
{'loss': 264.0, 'grad_norm_square': 66164085.0, 'tokens': 312}
{'loss': 424.0, 'grad_norm_square': 62526594.0, 'tokens': 332}
{'loss': 244.0, 'grad_norm_square': 23503731.0, 'tokens': 272}
{'loss': 192.0, 'grad_norm_square': 25600377.0, 'tokens': 258}
{'loss': 364.0, 'grad_norm_square': 34841992.0, 'tokens': 314}
{'loss': 223.0, 'grad_norm_square': 31583079.0, 'tokens': 261}
{'loss': 290.0, 'grad_norm_square': 40579074.0, 'tokens': 291}
{'loss': 472.0, 'grad_norm_square': 68848692.0, 'tokens': 383}
{'loss': 390.0, 'grad_norm_square': 35494785.0, 'tokens': 323}
{'loss': 354.0, 'grad_norm_square': 48971590.0, 'tokens': 350}
{'loss': 290.0, 'grad_norm_square': 25241930.0, 'tokens': 358}
{'loss': 260.0, 'grad_norm_square': 25657482.0, 'tokens': 240}
{'loss': 228.0, 'grad_norm_square': 24649112.0, 'tokens': 256}
{'loss': 316.0, 'grad_norm_square': 28051235.0, 'tokens': 314}
{'loss': 233.0, 'grad_norm_square': 17271141.5, 'tokens': 249}
{'loss': 362.0, 'grad_norm_square': 45762904.0, 'tokens': 352}
{'loss': 356.0, 'grad_norm_square': 43780438.0, 'tokens': 330}
{'loss': 266.0, 'grad_norm_square': 36719494.0, 'tokens': 243}
{'loss': 262.0, 'grad_norm_square': 25506309.0, 'tokens': 292}
{'loss': 314.0, 'grad_norm_square': 35818124.0, 'tokens': 293}
{'loss': 288.0, 'grad_norm_square': 37333530.0, 'tokens': 327}
{'loss': 352.0, 'grad_norm_square': 37885698.0, 'tokens': 310}
{'loss': 264.0, 'grad_norm_square': 28753496.0, 'tokens': 254}
{'loss': 420.0, 'grad_norm_square': 45317128.0, 'tokens': 433}
{'loss': 412.0, 'grad_norm_square': 37336905.0, 'tokens': 352}
{'loss': 204.0, 'grad_norm_square': 23409456.0, 'tokens': 206}
{'loss': 294.0, 'grad_norm_square': 35180022.0, 'tokens': 243}
{'loss': 314.0, 'grad_norm_square': 38536361.0, 'tokens': 312}
{'loss': 452.0, 'grad_norm_square': 47732210.0, 'tokens': 374}
{'loss': 320.0, 'grad_norm_square': 34314657.0, 'tokens': 279}
{'loss': 219.0, 'grad_norm_square': 17005144.0, 'tokens': 286}
{'loss': 242.0, 'grad_norm_square': 22566301.0, 'tokens': 288}
{'loss': 264.0, 'grad_norm_square': 18929504.5, 'tokens': 270}
{'loss': 328.0, 'grad_norm_square': 22965930.0, 'tokens': 309}
{'loss': 318.0, 'grad_norm_square': 34141481.0, 'tokens': 319}
{'loss': 194.0, 'grad_norm_square': 19215979.0, 'tokens': 210}
{'loss': 290.0, 'grad_norm_square': 34841462.0, 'tokens': 347}
{'loss': 241.0, 'grad_norm_square': 24739034.0, 'tokens': 336}
{'loss': 374.0, 'grad_norm_square': 72636364.0, 'tokens': 375}
{'loss': 198.0, 'grad_norm_square': 22397741.0, 'tokens': 237}
{'loss': 524.0, 'grad_norm_square': 104470584.0, 'tokens': 464}
{'loss': 278.0, 'grad_norm_square': 27471394.0, 'tokens': 354}
{'loss': 282.0, 'grad_norm_square': 28374554.0, 'tokens': 300}
{'loss': 306.0, 'grad_norm_square': 29456156.0, 'tokens': 419}
{'loss': 306.0, 'grad_norm_square': 33777068.0, 'tokens': 338}
{'loss': 314.0, 'grad_norm_square': 22313129.0, 'tokens': 314}
{'loss': 408.0, 'grad_norm_square': 39297854.0, 'tokens': 334}
{'loss': 332.0, 'grad_norm_square': 26327572.0, 'tokens': 354}
{'loss': 472.0, 'grad_norm_square': 65406384.0, 'tokens': 389}
{'loss': 270.0, 'grad_norm_square': 21257410.0, 'tokens': 348}
{'loss': 346.0, 'grad_norm_square': 47718228.0, 'tokens': 431}
{'loss': 245.0, 'grad_norm_square': 20506706.0, 'tokens': 254}
{'loss': 330.0, 'grad_norm_square': 33375322.0, 'tokens': 408}
{'loss': 346.0, 'grad_norm_square': 39320604.0, 'tokens': 378}
{'loss': 296.0, 'grad_norm_square': 19686176.0, 'tokens': 412}
{'loss': 334.0, 'grad_norm_square': 22231621.0, 'tokens': 319}
{'loss': 350.0, 'grad_norm_square': 26579100.0, 'tokens': 389}
{'loss': 398.0, 'grad_norm_square': 44785672.0, 'tokens': 379}
{'loss': 183.0, 'grad_norm_square': 16895478.0, 'tokens': 230}
{'loss': 239.0, 'grad_norm_square': 20951320.5, 'tokens': 328}
{'loss': 266.0, 'grad_norm_square': 141278724.0, 'tokens': 279}
{'loss': 254.0, 'grad_norm_square': 38180662.0, 'tokens': 289}
{'loss': 332.0, 'grad_norm_square': 28459760.0, 'tokens': 406}
{'loss': 286.0, 'grad_norm_square': 22494417.0, 'tokens': 284}
{'loss': 372.0, 'grad_norm_square': 29171071.0, 'tokens': 300}
{'loss': 280.0, 'grad_norm_square': 31338645.0, 'tokens': 263}
{'loss': 326.0, 'grad_norm_square': 33675211.0, 'tokens': 315}
{'loss': 308.0, 'grad_norm_square': 34367466.0, 'tokens': 289}
{'loss': 270.0, 'grad_norm_square': 22371917.0, 'tokens': 287}
{'loss': 504.0, 'grad_norm_square': 72155056.0, 'tokens': 445}
{'loss': 298.0, 'grad_norm_square': 29677858.0, 'tokens': 312}
{'loss': 344.0, 'grad_norm_square': 48865446.0, 'tokens': 386}
{'loss': 199.0, 'grad_norm_square': 567193912.0, 'tokens': 246}
{'loss': 378.0, 'grad_norm_square': 36670454.0, 'tokens': 366}
{'loss': 402.0, 'grad_norm_square': 41373273.0, 'tokens': 367}
{'loss': 290.0, 'grad_norm_square': 23757184.0, 'tokens': 387}
{'loss': 203.0, 'grad_norm_square': 27595106.0, 'tokens': 288}
{'loss': 258.0, 'grad_norm_square': 28481274.0, 'tokens': 284}
{'loss': 324.0, 'grad_norm_square': 27219446.0, 'tokens': 291}
{'loss': 270.0, 'grad_norm_square': 23458872.0, 'tokens': 313}
{'loss': 406.0, 'grad_norm_square': 848811744.0, 'tokens': 404}
{'loss': 237.0, 'grad_norm_square': 18849988.0, 'tokens': 301}
{'loss': 384.0, 'grad_norm_square': 48228704.0, 'tokens': 417}
{'loss': 298.0, 'grad_norm_square': 45827152.0, 'tokens': 269}
{'loss': 338.0, 'grad_norm_square': 55093568.0, 'tokens': 286}
{'loss': 280.0, 'grad_norm_square': 33691386.0, 'tokens': 282}
{'loss': 270.0, 'grad_norm_square': 34986392.0, 'tokens': 330}
{'loss': 476.0, 'grad_norm_square': 53043736.0, 'tokens': 420}
{'loss': 354.0, 'grad_norm_square': 31311530.0, 'tokens': 342}
{'loss': 348.0, 'grad_norm_square': 40732402.0, 'tokens': 366}
{'loss': 280.0, 'grad_norm_square': 32432559.0, 'tokens': 267}
{'loss': 240.0, 'grad_norm_square': 23261111.0, 'tokens': 284}
{'loss': 230.0, 'grad_norm_square': 21605514.0, 'tokens': 226}
{'loss': 220.0, 'grad_norm_square': 27473828.0, 'tokens': 249}
{'loss': 412.0, 'grad_norm_square': 53427932.0, 'tokens': 477}
{'loss': 222.0, 'grad_norm_square': 17141728.0, 'tokens': 305}
{'loss': 314.0, 'grad_norm_square': 36402356.0, 'tokens': 300}
{'loss': 398.0, 'grad_norm_square': 40254702.0, 'tokens': 339}
{'loss': 324.0, 'grad_norm_square': 56597040.0, 'tokens': 331}
{'loss': 264.0, 'grad_norm_square': 27225246.0, 'tokens': 307}
{'loss': 276.0, 'grad_norm_square': 34757392.0, 'tokens': 314}
{'loss': 232.0, 'grad_norm_square': 21038548.5, 'tokens': 273}
{'loss': 362.0, 'grad_norm_square': 49942008.0, 'tokens': 370}
{'loss': 398.0, 'grad_norm_square': 61999758.0, 'tokens': 358}
{'loss': 528.0, 'grad_norm_square': 89108720.0, 'tokens': 471}
{'loss': 260.0, 'grad_norm_square': 18607276.0, 'tokens': 362}
{'loss': 348.0, 'grad_norm_square': 46941126.0, 'tokens': 354}
{'loss': 352.0, 'grad_norm_square': 31027908.0, 'tokens': 332}
{'loss': 260.0, 'grad_norm_square': 26355823.0, 'tokens': 241}
{'loss': 440.0, 'grad_norm_square': 34366422.0, 'tokens': 342}
{'loss': 243.0, 'grad_norm_square': 28655432.0, 'tokens': 226}
{'loss': 286.0, 'grad_norm_square': 30230459.0, 'tokens': 282}
{'loss': 234.0, 'grad_norm_square': 26582586.0, 'tokens': 228}
{'loss': 266.0, 'grad_norm_square': 27377185.0, 'tokens': 360}
{'loss': 237.0, 'grad_norm_square': 30575914.0, 'tokens': 359}
{'loss': 314.0, 'grad_norm_square': 25601156.0, 'tokens': 356}
{'loss': 398.0, 'grad_norm_square': 87353472.0, 'tokens': 352}
{'loss': 223.0, 'grad_norm_square': 23831841.0, 'tokens': 321}
{'loss': 368.0, 'grad_norm_square': 52298924.0, 'tokens': 391}
{'loss': 308.0, 'grad_norm_square': 29284844.0, 'tokens': 264}
{'loss': 334.0, 'grad_norm_square': 52087133.0, 'tokens': 350}
