{'model_params': 2506172416, 'peft_params': 9805824}
{'loss': 466.21319580078125, 'grad_norm_square': 313199616.0, 'tokens': 319}
{'loss': 548.9938354492188, 'grad_norm_square': 1519223919.0, 'tokens': 252}
{'loss': 540.6651611328125, 'grad_norm_square': 264187423.25, 'tokens': 311}
{'loss': 781.3036499023438, 'grad_norm_square': 35342975540.0, 'tokens': 308}
{'loss': 954.603515625, 'grad_norm_square': 16517884300.0, 'tokens': 335}
{'loss': 1862.835205078125, 'grad_norm_square': 222119795008.0, 'tokens': 434}
{'loss': 4400.3349609375, 'grad_norm_square': 1445398508032.0, 'tokens': 378}
{'loss': 1055.018798828125, 'grad_norm_square': 3777276472.0, 'tokens': 299}
{'loss': 1292.492919921875, 'grad_norm_square': 10152117448.0, 'tokens': 377}
{'loss': 851.958251953125, 'grad_norm_square': 1977287156.0, 'tokens': 294}
{'loss': 15595.1630859375, 'grad_norm_square': 16772775084032.0, 'tokens': 315}
{'loss': 1897.7763671875, 'grad_norm_square': 13810852472.0, 'tokens': 328}
{'loss': 2805.509033203125, 'grad_norm_square': 29224134304.0, 'tokens': 394}
{'loss': 1225.7998046875, 'grad_norm_square': 4001470728.0, 'tokens': 291}
{'loss': 1029.736328125, 'grad_norm_square': 7237393744.0, 'tokens': 274}
{'loss': 1818.797119140625, 'grad_norm_square': 678955542528.0, 'tokens': 342}
{'loss': 6082.4873046875, 'grad_norm_square': 1626321064448.0, 'tokens': 441}
{'loss': 2054.6044921875, 'grad_norm_square': 10346149984.0, 'tokens': 360}
{'loss': 1799.019775390625, 'grad_norm_square': 6843766080.0, 'tokens': 306}
{'loss': 1399.622314453125, 'grad_norm_square': 4231930752.0, 'tokens': 343}
{'loss': 1104.738525390625, 'grad_norm_square': 23062423808.0, 'tokens': 230}
{'loss': 2624.05224609375, 'grad_norm_square': 666167029760.0, 'tokens': 438}
{'loss': 2189.186279296875, 'grad_norm_square': 6346218232.0, 'tokens': 330}
{'loss': 4485.4326171875, 'grad_norm_square': 21854303440.0, 'tokens': 488}
{'loss': 1951.561279296875, 'grad_norm_square': 5979955344.0, 'tokens': 343}
{'loss': 2273.71337890625, 'grad_norm_square': 8127734048.0, 'tokens': 360}
{'loss': 1077.3150634765625, 'grad_norm_square': 2352824224.0, 'tokens': 227}
{'loss': 3874.73583984375, 'grad_norm_square': 2907440627712.0, 'tokens': 400}
{'loss': 2560.0810546875, 'grad_norm_square': 18211754208.0, 'tokens': 389}
{'loss': 2328.798828125, 'grad_norm_square': 4704015624.0, 'tokens': 347}
{'loss': 2163.227783203125, 'grad_norm_square': 4102491736.0, 'tokens': 281}
{'loss': 1671.6962890625, 'grad_norm_square': 2753962924.0, 'tokens': 299}
{'loss': 2136.896240234375, 'grad_norm_square': 3654288520.0, 'tokens': 305}
