{'model_params': 2506172416, 'peft_params': 1104880}
{'loss': 580.0, 'grad_norm_square': 246784.0, 'tokens': 455}
{'loss': 360.0, 'grad_norm_square': 135168.0, 'tokens': 312}
{'loss': 576.0, 'grad_norm_square': 205824.0, 'tokens': 432}
{'loss': 580.0, 'grad_norm_square': 162816.0, 'tokens': 471}
{'loss': 306.0, 'grad_norm_square': 128000.0, 'tokens': 327}
{'loss': 310.0, 'grad_norm_square': 101888.0, 'tokens': 314}
{'loss': 544.0, 'grad_norm_square': 151552.0, 'tokens': 457}
{'loss': 227.0, 'grad_norm_square': 112640.0, 'tokens': 255}
{'loss': 396.0, 'grad_norm_square': 152576.0, 'tokens': 437}
{'loss': 252.0, 'grad_norm_square': 106496.0, 'tokens': 371}
{'loss': 476.0, 'grad_norm_square': 146432.0, 'tokens': 471}
{'loss': 420.0, 'grad_norm_square': 158720.0, 'tokens': 452}
{'loss': 258.0, 'grad_norm_square': 97280.0, 'tokens': 261}
{'loss': 482.0, 'grad_norm_square': 120320.0, 'tokens': 419}
{'loss': 524.0, 'grad_norm_square': 145408.0, 'tokens': 450}
{'loss': 400.0, 'grad_norm_square': 148480.0, 'tokens': 446}
{'loss': 596.0, 'grad_norm_square': 143360.0, 'tokens': 452}
{'loss': 231.0, 'grad_norm_square': 97280.0, 'tokens': 262}
{'loss': 436.0, 'grad_norm_square': 146432.0, 'tokens': 375}
{'loss': 482.0, 'grad_norm_square': 152576.0, 'tokens': 405}
{'loss': 434.0, 'grad_norm_square': 102400.0, 'tokens': 409}
{'loss': 380.0, 'grad_norm_square': 109568.0, 'tokens': 410}
{'loss': 466.0, 'grad_norm_square': 149504.0, 'tokens': 429}
{'loss': 436.0, 'grad_norm_square': 113664.0, 'tokens': 408}
{'loss': 412.0, 'grad_norm_square': 165888.0, 'tokens': 427}
{'loss': 504.0, 'grad_norm_square': 141312.0, 'tokens': 445}
{'loss': 422.0, 'grad_norm_square': 119296.0, 'tokens': 461}
{'loss': 452.0, 'grad_norm_square': 177152.0, 'tokens': 444}
{'loss': 450.0, 'grad_norm_square': 329728.0, 'tokens': 459}
{'loss': 302.0, 'grad_norm_square': 102912.0, 'tokens': 295}
{'loss': 524.0, 'grad_norm_square': 140288.0, 'tokens': 420}
{'loss': 488.0, 'grad_norm_square': 118272.0, 'tokens': 476}
{'loss': 438.0, 'grad_norm_square': 139264.0, 'tokens': 430}
{'loss': 480.0, 'grad_norm_square': 128000.0, 'tokens': 441}
